customer_id,age,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,gender,churn
103,39,4,55.523213058581675,1614.9781882871364,One year,Electronic check,Fiber optic,Yes,No internet service,No,Yes,No,Male,0
104,32,6,64.71095458243441,2382.9889847409286,Two year,Bank transfer,DSL,No,No,No,No,No,Male,1
105,42,0,75.925684960074,2141.257140087463,Two year,Credit card,Fiber optic,No,No internet service,No internet service,No,No,Male,0
106,51,0,65.12844539621875,-130.5664798072006,Month-to-month,Electronic check,No,No,Yes,No,No internet service,Yes,Female,0
107,73,0,56.272282189468626,2768.207216631737,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,No,No,Male,1
108,47,6,62.807803921483384,2215.3965054562877,Month-to-month,Credit card,DSL,Yes,Yes,Yes,No,Yes,Male,1
109,48,5,63.232740815893294,2508.2686396745894,One year,Electronic check,No,Yes,No,No,No internet service,Yes,Male,0
110,43,3,57.59977940235744,5926.237706436326,One year,Electronic check,No,Yes,Yes,No,Yes,Yes,Male,0
111,16,9,59.82407874665795,-84.11293949858845,Two year,Credit card,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Female,0
112,44,8,96.97294341009435,3724.6966497611083,One year,Electronic check,Fiber optic,Yes,Yes,No internet service,No,No,Male,1
113,45,4,76.21838895882478,1712.5524805996445,Two year,Mailed check,DSL,Yes,Yes,No,Yes,Yes,Female,0
114,81,10,59.090393639416796,2287.3289044030093,One year,Mailed check,No,Yes,Yes,Yes,No,No,Female,0
115,42,1,,1954.4877546987577,One year,Bank transfer,DSL,No,Yes,Yes,Yes,No,Female,0
116,49,0,58.3236102048798,1575.7636666019564,One year,Electronic check,Fiber optic,No,No internet service,No internet service,No,No,Female,0
117,44,1,88.46249275173282,1430.1670717612415,Month-to-month,Bank transfer,No,No,Yes,No,No internet service,No,Male,1
118,27,0,72.39284384396188,2329.508735573009,One year,Mailed check,DSL,No internet service,No internet service,No,No,Yes,Male,0
119,62,3,,482.8263033283209,Month-to-month,Mailed check,DSL,No internet service,No,Yes,No,No,Male,1
120,56,13,73.95433851620555,2750.5791675217656,Month-to-month,Mailed check,DSL,Yes,No,Yes,Yes,Yes,Female,0
121,56,0,33.58247695863001,1583.805595114746,One year,Electronic check,DSL,No,No internet service,Yes,No,No,Male,1
122,31,0,42.4646506218039,869.9306609596422,Two year,Electronic check,DSL,No internet service,No,No internet service,No internet service,No,Female,1
123,66,3,,1549.9871420041864,Two year,Mailed check,No,No,No,No,No internet service,Yes,Male,0
124,23,13,67.85886189527413,3257.1492168625728,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,No internet service,No,Male,0
125,53,1,99.65029998970184,1464.6649129837767,One year,Bank transfer,No,No internet service,Yes,No,Yes,No,Male,1
126,77,3,109.62600292385264,2358.4536182096203,Two year,Credit card,DSL,Yes,Yes,No internet service,Yes,No,Female,1
127,30,0,77.76102202881515,1269.0437242845267,Month-to-month,Mailed check,Fiber optic,Yes,No internet service,No,No,No,Male,1
128,36,0,75.01688949888914,2757.9218499236194,Two year,Bank transfer,Fiber optic,No internet service,No internet service,Yes,No,No,Female,1
129,46,21,28.978845316945222,2685.5077387902043,One year,Mailed check,DSL,Yes,No,Yes,No,Yes,Female,0
130,37,16,,3848.6088332964114,Two year,Bank transfer,Fiber optic,No internet service,Yes,Yes,Yes,No,Female,0
131,21,0,49.24432496183522,1824.4360545007844,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,Yes,No,Male,1
132,46,15,52.58304803497768,2668.6548047579067,One year,Credit card,DSL,No,No internet service,Yes,No,Yes,Male,0
133,29,5,61.63712362830421,2098.0675395389444,Two year,Mailed check,No,Yes,Yes,No,Yes,No,Female,0
134,52,10,55.55818844605746,3295.8717818630143,One year,Bank transfer,DSL,Yes,No internet service,No internet service,Yes,Yes,Female,0
135,31,3,25.414003792484245,1281.1676123912696,One year,Electronic check,Fiber optic,Yes,Yes,No,No internet service,No,Female,1
136,68,3,79.95820512235068,2745.005312877281,One year,Credit card,No,No,No,No internet service,No internet service,No,Female,0
137,33,3,43.54513948520387,1805.3027038833184,Two year,Mailed check,Fiber optic,No,No,No,No,Yes,Female,0
138,40,5,69.78493728222298,1935.8118228915023,One year,Mailed check,Fiber optic,No,No,No,No,No,Male,0
139,57,0,,2091.752484448373,Two year,Bank transfer,DSL,Yes,Yes,No internet service,No internet service,No,Male,0
140,26,0,,2252.2403964266773,Month-to-month,Mailed check,No,Yes,No internet service,No internet service,Yes,Yes,Male,1
141,48,1,14.394249545073405,1883.770956878042,Two year,Credit card,Fiber optic,Yes,No,Yes,No,Yes,Female,1
142,64,6,59.27991556239778,2214.713183170526,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,Female,0
143,20,1,87.01919269997143,3578.1180575621843,Two year,Mailed check,DSL,No,No,No,No,Yes,Male,0
144,47,5,104.16694908441188,,One year,Electronic check,DSL,No internet service,No internet service,No,Yes,No,Male,1
145,48,17,40.40900811095166,,Two year,Electronic check,Fiber optic,No,No internet service,No,No internet service,Yes,Female,0
146,56,0,74.93398446473043,1544.4604739761294,One year,Credit card,DSL,No internet service,Yes,No internet service,No,No,Female,0
147,26,5,55.693790864398935,1110.7591717716755,Month-to-month,Bank transfer,No,Yes,No,No internet service,No internet service,Yes,Female,0
148,25,2,62.88103291391729,2955.300558237753,Two year,Electronic check,No,No,No internet service,Yes,No internet service,Yes,Male,0
149,52,10,117.8868669403407,2876.0467925297944,One year,Bank transfer,Fiber optic,Yes,Yes,No,Yes,Yes,Female,0
150,49,0,34.94059343209693,3472.670675750982,Month-to-month,Credit card,No,Yes,No,Yes,Yes,Yes,Female,1
151,48,5,70.07479322989147,1396.0193740307705,Month-to-month,Electronic check,DSL,Yes,No internet service,No internet service,Yes,Yes,Female,1
152,50,9,74.35386343530867,1770.451344639653,Two year,Bank transfer,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,Male,0
153,34,14,86.71572649878695,360.51583747456584,Month-to-month,Electronic check,DSL,No,Yes,No internet service,Yes,Yes,Female,1
154,48,5,66.95966306941791,1607.528893939127,One year,Credit card,Fiber optic,Yes,No,Yes,Yes,Yes,Male,0
155,49,3,71.16101079008205,2996.5705105794473,Month-to-month,Credit card,Fiber optic,No internet service,No,No internet service,No,Yes,Female,1
156,34,4,57.16702865156418,1533.5046207718021,Month-to-month,Electronic check,DSL,No,No internet service,No,No internet service,No,Female,1
157,72,10,70.38253882490214,2640.479795200824,One year,Bank transfer,No,Yes,No,Yes,Yes,Yes,Male,0
158,52,4,,1809.4968940021886,Month-to-month,Mailed check,No,No,Yes,No internet service,No,No,Female,1
159,27,0,77.43143779712102,2324.057028221561,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Male,1
160,54,13,57.60779327912732,852.3086101843327,Month-to-month,Electronic check,DSL,Yes,No internet service,Yes,Yes,No,Female,1
161,30,5,72.54200787804373,2085.209449633901,Month-to-month,Bank transfer,DSL,No internet service,Yes,No internet service,Yes,No,Male,1
162,56,5,64.41474372630043,-991.1359709007232,One year,Mailed check,Fiber optic,Yes,No internet service,No internet service,No,Yes,Female,0
163,62,1,87.52100501544336,1813.1038418380151,Month-to-month,Credit card,No,No internet service,No,Yes,No internet service,Yes,Male,1
164,32,5,,369.52675628485986,One year,Bank transfer,DSL,Yes,No,Yes,Yes,No,Male,0
165,59,2,29.53935063586237,3205.994516546816,Month-to-month,Mailed check,No,No,No internet service,No internet service,No internet service,No,Female,0
166,51,5,90.23843001427983,2777.4073527645114,Month-to-month,Bank transfer,No,Yes,Yes,No,No,Yes,Male,0
167,57,0,46.885353982747624,2466.670981966081,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,Yes,Yes,Female,1
168,73,5,51.924673227023604,3521.0062271593797,Month-to-month,Bank transfer,Fiber optic,Yes,No,Yes,No internet service,Yes,Male,1
169,41,37,53.086774119130155,1051.0834791751627,One year,Mailed check,No,Yes,Yes,No,No,No,Female,0
170,33,0,92.48876186341634,3747.363197915558,One year,Electronic check,DSL,No internet service,No internet service,No internet service,No,Yes,Female,0
171,31,18,22.28651572042608,2932.191564260385,One year,Bank transfer,DSL,No internet service,No internet service,No internet service,Yes,Yes,Female,0
172,32,2,127.75497067319989,1763.444712781054,Two year,Credit card,Fiber optic,No internet service,No,No,No internet service,Yes,Female,1
173,43,10,86.12113618132103,3135.620147182944,Month-to-month,Mailed check,No,Yes,No,No internet service,Yes,Yes,Male,1
174,50,7,69.4647782825832,893.7064875883658,Month-to-month,Electronic check,DSL,Yes,No,No internet service,Yes,Yes,Female,0
175,49,4,63.902119987674276,1175.4858384723263,One year,Bank transfer,DSL,Yes,Yes,Yes,No internet service,No,Female,1
176,57,6,70.71108149715315,1391.4102767602997,Two year,Credit card,Fiber optic,No,No internet service,Yes,No internet service,No,Female,0
177,45,10,75.42244856758677,1471.0222919359849,Month-to-month,Mailed check,No,No,No internet service,Yes,No internet service,Yes,Female,0
178,66,2,77.90431171900114,943.4423572397473,One year,Credit card,DSL,Yes,No internet service,No,No,Yes,Female,0
179,41,1,,3223.083067095325,Month-to-month,Bank transfer,Fiber optic,No internet service,No,No internet service,No,No,Male,1
180,85,5,66.79161362510497,1741.1455996301684,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Female,1
181,54,8,61.053231593853475,2352.5049683568795,One year,Electronic check,DSL,No internet service,Yes,Yes,No,No,Male,1
182,32,7,61.97453432692976,1429.6486335863194,One year,Credit card,DSL,Yes,Yes,Yes,Yes,Yes,Male,1
183,28,7,61.10183439294638,179.39669945148285,Month-to-month,Electronic check,Fiber optic,No internet service,No internet service,No,No internet service,No,Female,1
184,52,2,87.67540193734129,2270.057358391422,Month-to-month,Mailed check,No,Yes,No,No internet service,Yes,No,Female,1
185,41,8,76.87113444561724,87.74502458022314,One year,Electronic check,Fiber optic,No,No internet service,No,No internet service,Yes,Male,0
186,55,0,6.192227306714395,1931.3659539145315,Month-to-month,Mailed check,No,No internet service,Yes,No internet service,Yes,No,Male,0
187,52,3,78.11801553059522,631.6849611671895,Month-to-month,Bank transfer,DSL,No,Yes,No,No internet service,Yes,Male,0
188,43,0,68.8947238943755,3987.275999230808,One year,Bank transfer,No,No internet service,Yes,Yes,Yes,No,Female,1
189,32,1,64.62582487108205,2911.3627221747215,Month-to-month,Credit card,DSL,Yes,No internet service,No,No internet service,Yes,Male,1
190,22,2,57.229630938222286,2105.7537912714806,Month-to-month,Mailed check,DSL,Yes,Yes,No,No internet service,Yes,Male,1
191,38,2,87.48225439972028,3263.7066776546685,Two year,Bank transfer,Fiber optic,Yes,No,Yes,No,Yes,Female,0
192,57,5,83.95052924245715,1153.6840225342642,One year,Credit card,DSL,Yes,No internet service,No internet service,Yes,No,Male,0
193,48,2,49.54244664352782,2543.479378670093,Two year,Credit card,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Female,1
194,26,2,73.1410457424907,2199.8104337187133,Two year,Electronic check,No,No,Yes,Yes,Yes,Yes,Male,1
195,47,1,45.56686530917428,2264.02008133367,Two year,Credit card,No,Yes,Yes,No,No,Yes,Female,0
196,50,2,37.407636704221396,3272.353500106768,Month-to-month,Bank transfer,DSL,No internet service,No,No,No internet service,No,Male,1
197,31,1,52.4656555082007,2732.4921027798023,Month-to-month,Electronic check,Fiber optic,No,No internet service,No,No,Yes,Female,1
198,47,0,,2288.7236628250234,Two year,Mailed check,DSL,Yes,Yes,No internet service,No,No,Female,0
199,45,4,84.06250090752174,345.11256377170383,Two year,Mailed check,Fiber optic,No,No,No,No internet service,No,Male,0
200,27,5,75.26170840194585,1039.9537047205363,Two year,Bank transfer,Fiber optic,Yes,Yes,No internet service,No,No,Female,1
201,50,4,79.50191573695994,1877.2910664042759,Month-to-month,Bank transfer,Fiber optic,No,No internet service,No,No internet service,Yes,Male,0
202,53,3,75.32356574229917,2093.372374276651,Two year,Electronic check,No,No,Yes,Yes,Yes,Yes,Female,1
203,61,2,52.17036809554096,869.7962753260762,Two year,Electronic check,Fiber optic,Yes,No internet service,Yes,No,No,Female,0
204,60,9,73.63845089347882,4411.676675578421,One year,Bank transfer,No,No internet service,Yes,No internet service,No internet service,Yes,Female,0
205,24,3,81.00819050455365,3516.3940552535732,One year,Bank transfer,Fiber optic,No,No internet service,No internet service,No internet service,Yes,Female,0
206,30,3,80.08582659627149,2602.1183203924834,Month-to-month,Mailed check,No,Yes,No,Yes,No,No,Female,1
207,52,0,88.77826742949286,2072.036861283745,One year,Mailed check,No,No,No internet service,Yes,Yes,No,Female,1
208,52,2,79.16607694402127,1787.7910300988478,One year,Mailed check,No,No,No,No,No,Yes,Female,1
209,52,2,72.02896415083165,1048.0815399777644,One year,Bank transfer,DSL,No internet service,No internet service,Yes,No internet service,No,Male,0
210,102,2,86.40300476632855,2077.4805185188625,Month-to-month,Credit card,Fiber optic,No,No,No internet service,Yes,Yes,Male,1
211,53,4,64.4695748150188,2257.7525401427506,One year,Bank transfer,DSL,No,Yes,Yes,No,No,Female,0
212,62,3,47.36250697544564,758.2394245183757,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Female,0
213,59,4,61.738660721124724,2334.1764172448975,Two year,Mailed check,Fiber optic,Yes,Yes,No internet service,No,Yes,Female,0
214,54,7,50.10194710387102,1844.7409511752512,One year,Bank transfer,DSL,No internet service,No,No,Yes,No,Male,1
215,40,8,51.49643450051237,92.19244212260902,Month-to-month,Electronic check,No,No,No internet service,No,Yes,Yes,Female,1
216,56,6,62.10962658568965,1139.614989220498,One year,Bank transfer,Fiber optic,No,No internet service,No,Yes,Yes,Male,1
217,33,15,49.15160158000077,1586.3944665783558,Two year,Bank transfer,No,No,Yes,No,Yes,No,Female,0
218,41,0,58.84076940721919,3887.68765734019,Month-to-month,Bank transfer,DSL,No internet service,No internet service,Yes,Yes,Yes,Female,1
219,37,1,27.127706660924286,2556.553124533758,Month-to-month,Bank transfer,No,No,No internet service,No,No,Yes,Female,0
220,46,0,69.26587414745877,664.5184309001091,Month-to-month,Credit card,Fiber optic,Yes,Yes,Yes,Yes,Yes,Female,0
221,79,5,65.02410950724449,2486.036289417637,Two year,Bank transfer,Fiber optic,No internet service,No internet service,No,Yes,No,Female,0
222,16,11,48.658227378636184,452.69601106163447,Two year,Electronic check,Fiber optic,Yes,Yes,No,No internet service,No,Male,0
223,55,1,78.1849133686481,3082.6910538870734,Two year,Electronic check,DSL,Yes,Yes,No internet service,Yes,No,Female,1
224,20,13,83.75140275253116,1528.8753481821213,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,Yes,No internet service,No,Male,1
225,37,0,32.84880271262052,1906.3638112608292,Two year,Mailed check,DSL,Yes,Yes,No internet service,No internet service,No,Male,0
226,61,13,49.745504428675716,3325.7966475421904,One year,Credit card,No,No,Yes,No,No internet service,Yes,Female,0
227,45,2,49.617153004254035,712.83643141575,Two year,Bank transfer,Fiber optic,No internet service,No,Yes,No,Yes,Female,0
228,28,0,46.20193797782271,602.8818148870088,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,Yes,Female,1
229,34,3,81.58949683863497,1416.4006736539952,One year,Bank transfer,Fiber optic,No,Yes,No internet service,No internet service,No,Male,0
230,55,1,61.12347722454393,3038.3788510193167,Two year,Mailed check,No,No,No,Yes,No,Yes,Male,0
231,34,1,59.70970317378779,480.65392452315734,One year,Mailed check,Fiber optic,Yes,No,No internet service,Yes,No,Male,0
